tweets,sentiments
$AAPL why I'm still holding calls,n
Im quite surprised how most tech stocks closed in negative territory today,p
shares gained,p
best pick,p
rating upgrade,n
rating downgraded,p
price jumps 10%,p
price jumps 9%,p
price jumps 18%,p
price jumps 30%,p
price jumps 20%,p
$RIO $RTNTF $RTPPF NEW ARTICLE : Turquoise Hill Has Good Chances To Get Above $1.00 https://t.co/BC2GvyMdm4 Get allâ€¦ https://t.co/UTdRX7IkTy,p
Good Chances to get above,n
$RDFN NEW ARTICLE : Pending Home Sales Retreat Even as Mortgage Rates Dip to New Low https://t.co/xIljEi3oND Get alâ€¦ https://t.co/exSKZAk36r,n
$RDFN NEW ARTICLE : Shares Retreat Even as https://t.co/xIljEi3oND Get alâ€¦ https://t.co/exSKZAk36r,n
$JNJ NEW ARTICLE : Johnson &amp; Johnson's Cilag to sell up to 11.8 million Idorsia shares https://t.co/CTYbY0jMQL Getâ€¦ https://t.co/Gab2vQNCsk,n
Sell up shares,n
Sell up to 30 million shares,n
Price high ,n
Price high sell the stock,p
Revenue is strong,n
Adjusted EBITDA forecast citing tariffs shares slide ,n
Vol too hight it’s a premium play,p
Donot short $TSLA you will have to return to your caves,n
Adjusted EBITDA forecast citing tariffs shares slide ,
RT @dailypoliticaln: Fluor Co. $NEW $FLR Stock Rating Upgraded by Zacks Investment Research https://t.co/bpNgSoZjMH,n
Inflation and earnings are some of your market concerns this week: https://t.co/zUj03RrzaFâ¦ https://t.co/cEWyQtbwVs,n
EPS $AVY Expected to meet expectations but Revenue is down https://t.co/JgH1US4tJT,n
EPS to meet expectations but Revenue is down https://t.co/JgH1US4tJT,n
Inflation is going to go very high watch your moves,n
Market Value Exceeds Book Value overbought https://t.co/P8NnY8vkF6,n
Market Value Exceeds Book Value overbought https://t.co/P8NnY8vkF6,x
MTTS WEEKLY WATCHLIST FOR JULY 9TH 2018 $CXO $HPÂ $RSPP https://t.co/poc5zDyb4j,n
$TSLA Earnings Whispers is negative and overbought must sell,n
$AMG will be delisted from Tradesatoshi,n
$AAPL is a solid company but it is overbought,n
Payments halted under program https://t.co/yuveHjiqti $UNH $AET $ANTM $CI $HUM $WCG $CNC $MOHâ¦ https://t.co/brxhRXNKGM,p
Theres goes $SODE disrupting things again they are getting paid to fix it.  $ACM $AEGN $AGX $BFLBF $BLD $DY $EMâ¦,n
Short sale volume (not short interest) for $IJR on 2018-07-06 is up 78%. https://t.co/sJqeEvuEQm $SENS 80% $DVN 67% $XLY 54% $ODP 46%,p
$COO high OI range is 220.00 to 250.00 for option expiration 07/20/2018 #maxpain #options https://t.co/MWW1X55Xnb https://t.co/9fTdfqcclB,n
Share Gap is a postive sign of a Put Play,p
$TSLA weekly options very low implied volatility #optionstrading,n
Low OI Options Trading,p
RT @WallStJesus: Repeat buying in biotech $ARRY https://t.co/gfThduDYw6,n
RT @OptionsHawk: $AJG CEO bought $600K in stock may be one to follow,p
Finisar Co. $FNSR Expected to Announce Quarterly Sales of $315.26 Million Meets Analysts Average https://t.co/Ns3mDf4jVa,n
Possible put plays due to share gaps:  $TSLA $AAPL,p
RT @tradewithjoe: $SPY OPTIONS FLOW ALERTS -  https://t.co/NZc3w6bzNI  $EEM $ARRY $CARS $JD $BLL $V $CAZR $BX $VIPS $OPK $BAC $WFC $XOP $JWâ¦,p
Weekly Recap: $HSY price moved 4.28% since post - next stop 98.50. Other trades included AA SPY BABA MDSO AYI FB SHâ¦ https://t.co/uGd8Esohx8,n
Option Puts Possible Plays $JNJ and all the retail stores,n
Low OI Options Trading,n
Share Gap is a postive sign of a Put Play,p
$NIO is very disrputive sign of an option call,n
Playing the share gap today after earnings IVol too high,n
Playing the share gap today after earnings IVol too high,p
$AAPL has been downgraded,n
$aapl price too low buy the stock,p
$tsla price too low buy the stock,p
$jnj price too low buy the stock,p
$msfg price too low buy the stock,p
$aapl OI Calls is high,p
$tsla OI Calls is high,p
$jnj OI Calls is high,p
$msft OI Calls is high,p
$aapl OI Calls is high,p
$tsla OI Calls is high,p
$jnj OI Calls is high,p
$msft OI Calls is high,p
$aapl OI Calls is high,p
$tsla OI Calls is high,p
$jnj OI Calls is high,p
$msft OI Calls is high,p
$aapl OI Calls is high,p
$tsla OI Calls is high,p
$jnj OI Calls is high,p
$msft OI Calls is high,p
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
$AAPL has been downgraded,n
Analyst rated $TSLA as overweight,n
Analyst rated $TSLA as underweight but buy,n
The seasonally weak time of the year lies just ahead,n
The Stock market is more vulnerable now,n
The seasonally weak time of the year lies just ahead,p
Upgraded to Neutral,n
Downgraded from Buy to Hold,n
Political risk is rising,n
Ivol too high must get a premium out of this,n
Vol too hight it’s a premium play,n
Low OI Options Trading,n
Time to get some option premiums from this play,p
Option Calls Alert Trading at $2.19,n
The Dow breaking a 2-day win streak.,n
"Dow Impact: Boeing (BA) has the most impact on the Dow, accounting for erasing 71 points the index.",n
Retail investors will get ‘fleeced’ in oil ETFs,n
The Dow breaking a winning streak with 1 hour left for trading,n
"Stocks Outperform in Q1, investors prefer passive",p
Here’s why this oil price crash isn’t as bad as it seems,n
The stock market rebound is away from reflecting reality,p
"Market rally from March lows feels like 2009, strategist says",p
$TSLA hits new 52-week high,n
$APPL is downgraded to neutral,n
Analysts downgrade some key stocks ,n
Energy stocks under pressure it’s a options put play for a positive result,n
$JNJ stocks under pressure it’s a options put play for a positive result,n
Short sale volume for $JNJ up 28%. https://t.co/sJqeEvuEQm $SENS 80% $DVN 67% $XLY 54% $ODP 46%,n
United Airlines due coronavirus hit seeks fedral aid,p
Senater nears a deal for coronavirus loan programs,n
I am feeling terrible about the stocks,n
Market is nose diving,p
is overweight,n
is underweight,n
Downgraded from Buy to Hold,p
Upgraded to hold,p
Upgraded $TWTR shares to overweight,p
Upgraded $TWTR stocks to neutral,n
Downgraded $TWTR shares to neutral,n
Downgraded $TWTR stocks to neutralshares to underweight with a $27 price target,n
Cornavirus is not helping the market,n
Oil drops to more than 20 year low as pandemic ravages demand,n
Market is in a bad shape today,n
Market is nose diving,n
Cornavirus is not helping the market,n
Oil drops to more than 20 year low as pandemic ravages demand,n
Time to sell the stocks,p
$JNJ price drops its a value stock,p
$JNJ price drops its a value stock,p
$JNJ price drops its a value stock,n
Stock mostly lower after Nasdaq sets record high,n
Stock mostly lower after Dow sets record high,n
Stock mostly lower after S&P sets record high,n
Wednesday’s selloff in the stock market carried through Friday.,n
Yesterday's selloff in the stock market carried through Today.,n
selloff in the stock market carried through Friday.,n
High share gap for $TSLA selloff in the stock market,n
Wednesday’s selloff in the stock market carried through Friday.,n
"Buy the most cyclical areas, which will also get hit the hardest. ",p
With Market falling it’s a value play now,n
The Dow breaking a 2-day win streak.,n
"Dow Impact: Boeing (BA) has the most impact on the Dow, accounting for erasing 71 points the index.",n
Retail investors will get ‘fleeced’ in oil ETFs,n
The Dow breaking a winning streak with 1 hour left for trading,n
"Stocks Outperform in Q1, investors prefer passive",p
Here’s why this oil price crash isn’t as bad as it seems,n
The stock market rebound is away from reflecting reality,p
"Market rally from March lows feels like 2009, strategist says",p
$TSLA hits new 52-week high,n
Analysts downgrade some key stocks ,n
Energy stocks under pressure it’s a options put play for a positive result,n
$JNJ stocks under pressure it’s a options put play for a positive result,n
Short sale volume for $JNJ up 28%. https://t.co/sJqeEvuEQm $SENS 80% $DVN 67% $XLY 54% $ODP 46%,n
United Airlines due coronavirus hit seeks fedral aid,p
Senater nears a deal for coronavirus loan programs,n
I am feeling terrible about the stocks,n
Market is nose diving,n
Open Interest Alert $TSLA Puts,n
Cornavirus is not helping the market,n
Oil drops to more than 20 year low as pandemic ravages demand,n
Market is in a bad shape today,n
Market is nose diving,n
Cornavirus is not helping the market,n
Open Interest Alert $TSLA Puts,p
Open Interest Alert $TSLA Calls,n
analysts downgraded the stock to neutral,n
analysts downgraded the stock to sell,n
analysts downgraded the stock to neutral,n
analysts downgraded the stock to sell,n
analysts downgraded the stock to neutral,n
analysts downgraded the stock to sell,n
analysts downgraded the stock to sell,n
Oil drops to more than 20 year low as pandemic ravages demand,n
Time to sell the stocks,p
$JNJ price drops its a value stock,p
$JNJ price drops its a value stock,p
Implied Vol is down before the earnings report time to buy,p
$JNJ price drops its a value stock,n
Stock mostly lower after Nasdaq sets record high,n
Stock mostly lower after Dow sets record high,n
Stock mostly lower after S&P sets record high,n
Wednesday’s selloff in the stock market carried through Friday.,p
Upgraded to Neutral,n
Downgraded from Buy to Hold,n
Yesterday's selloff in the stock market carried through Today.,n
Open Interest Alert $TSLA Puts,
J P Morgan cuts adjusted EBITDA forecast shares slide https://t.co/mdMJXjnYIs https://t.co/5O8fvwlHpY,n
its time to sell,p
its time to buy,p
$COO high OI range is 220.00 to 250.00 for option expiration 07/20/2018 #maxpain #options https://t.co/MWW1X55Xnb https://t.co/9fTdfqcclB,n
Prices are too high sell the stock,n
$FL revenue misses as weak U.S. sporting season hits StubHub https://t.co/3RdnkMVUn8 https://t.co/N6iXpxEZjG,n
$TSLA revenue misses as covid is still uncertain ,n
Stock price too high sell the stock,n
revenue misses,n
price is not good sell the stock ,p
stock is overweight,n
stock is underweight,n
share price are too high sell it,p
share price is too low buy it ,p
$TSLA price is too high it is a buy,p
OI Option Calls is high,p
OI Option Puts  is high,p
High OI range Calls,n
High OI Puts,n
After the bell oil price Turn negative,n
After the bell stock price Turn negative,p
Barry Silbert is extremely optimistic on bitcoin -- but predicts that 99% of new crypto entrants are â€œgoing to zeroâ€¦ https://t.co/mGMVo2cZgY,n
Alcoa cuts adjusted EBITDA forecast citing tariffs shares slide https://t.co/mdMJXjnYIs https://t.co/5O8fvwlHpY,n
Earnings numbers are disappointing shares slide,n
selloff in the stock market carried through Friday.,n
selloff in the stock market carried through Friday.,n
Downgraded $TWTR shares to neutral,n
Downgraded $TWTR stocks to neutralshares to underweight with a $27 price target,n
High share gap for $TSLA selloff in the stock market,n
Wednesday’s selloff in the stock market carried through Friday.,n
"Buy the most cyclical areas, which will also get hit the hardest. ",p
With Market falling it’s a value play now,n
"Biotech is less likely to sell off sharply, its now considered a defensive group that rises on fears",n
"Is less likely to sell off sharply, its now considered a defensive group that rises on fears",p
"Stock is less likely to sell off sharply, its now considered a defensive group that rises on fears",p
"$BIIB is less likely to sell off sharply, its now considered a defensive group that rises on fears",n
The Stock market is more vulnerable now,n
The seasonally weak time of the year lies just ahead,n
The Stock market is more vulnerable now,p
Analyst rated $TSLA as overweight,n
Analyst rated $TSLA as underweight but buy,n
The seasonally weak time of the year lies just ahead,n
The Stock market is more vulnerable now,n
The seasonally weak time of the year lies just ahead,p
Upgraded to Neutral,n
Downgraded from Buy to Hold,n
Political risk is rising,n
Stock risk is rising,n
risk is rising,n
Political risk is rising,p
Cash levels are really high,p
The personal savings rate has increased dramatically,p
We probably aren’t going back into full lockdown mode. ,p
We probably aren’t going back into full lockdown mode. ,n
aapl downgraded to sell,n
downgraded to hold,n
ratings downgraded,n
analysts downgraded the stock to neutral,n
analysts downgraded the stock to sell,n
analysts downgraded the stock to neutral,n
analysts downgraded the stock to sell,n
analysts downgraded the stock to neutral,n
analysts downgraded the stock to sell,n
analysts downgraded the stock to sell,n
After the bell oil prices Turn negative,n
After the bell stock prices Turn negative,n
After the bell $TSLA price Turn lower,n
After hours trading $AAPL is lower,p
OI of Options Calls is too high,p
OI of $TSLA Option Calls is high,p
OI of Calls is too high,p
Open Interest Alert $TSLA Calls,p
Open Interest Alert $TSLA Calls,p
OI Option Calls is high,n
Recommended to sell,p
Recommended to buy,p
Implied Vol is down before the earnings report time to buy,p
We are upgrading $TWTR shares to overweight with a $27 price target,p
We are upgrading $TWTR shares to neutral with a $27 price target,n
We are downgrading $TWTR shares to neutral with a $27 price target,n
We are downgrading $TWTR shares to underweight with a $27 price target,p
is overweight,n
is underweight,n
Downgraded from Buy to Hold,n
Upgraded to hold,p
price too low buy the stock,n
prices are low buy the stock,n
Sell the stock,p
stock is overweight,n
stock is underweight,p
buy the overweight stocks,n
Analysts recommended selling the stock,n
Recommends to sell the shares,p
CEO buys the 20000 shares,n
CEO sells the stocks,p
Elon Musk buys $TSLA stock,p
buys the stock,n
$TSLA CEO sells the stock,p
Price Target Raised,n
Price Target Lowered,p
Raised to a buy,n
Lowered to a sell,n
Lowered to a hold,p
Upgraded $TWTR shares to overweight,p
Upgraded $TWTR stocks to neutral,n
Downgraded $TWTR shares to neutral,n
Downgraded $TWTR stocks to neutralshares to underweight with a $27 price target,n
Analysts cuts adjusted EBITDA forecast citing tariffs shares slide https://t.co/mdMJXjnYIs https://t.co/5O8fvwlHpY,n
J P Morgan cuts adjusted EBITDA forecast shares slide https://t.co/mdMJXjnYIs https://t.co/5O8fvwlHpY,n
its time to sell,p
its time to buy,p
$COO high OI range is 220.00 to 250.00 for option expiration 07/20/2018 #maxpain #options https://t.co/MWW1X55Xnb https://t.co/9fTdfqcclB,n
Prices are too high sell the stock,n
$FL revenue misses as weak U.S. sporting season hits StubHub https://t.co/3RdnkMVUn8 https://t.co/N6iXpxEZjG,n
$TSLA revenue misses as covid is still uncertain ,n
Stock price too high sell the stock,n
revenue misses,n
price is not good sell the stock ,p
stock is overweight,n
stock is underweight,n
share price are too high sell it,p
share price is too low buy it ,p
$TSLA price is too high it is a buy,p
OI Option Calls is high,n
OI Option Puts  is high,p
High OI range Calls,n
High OI Puts,n
After the bell oil price Turn negative,n
After the bell stock price Turn negative,p
Barry Silbert is extremely optimistic on bitcoin -- but predicts that 99% of new crypto entrants are â€œgoing to zeroâ€¦ https://t.co/mGMVo2cZgY,n
Alcoa cuts adjusted EBITDA forecast citing tariffs shares slide https://t.co/mdMJXjnYIs https://t.co/5O8fvwlHpY,n
Earnings numbers are disappointing shares slide,n
Recommended to sell,p
Recommended to buy,p
price too low buy the stock,n
Open Interest for $TSLA Puts is high,
